user,group,session,FailuedQuestion,sequenceExamples,result,retry,datentime
abc53,IS17Fall20141,1AC4A,jDouble1,,1,2,2014-10-03 15:36:28.187
abc53,IS17Fall20141,1AC4A,jMathFuc1,,1,2,2014-10-03 15:44:31.515
abc53,IS17Fall20141,1AC4A,jIfelse1,,1,2,2014-10-03 16:11:52.937
abc53,IS17Fall20141,1AC4A,jIfelse2,,1,2,2014-10-03 16:16:37.296
abc53,IS17Fall20141,1AC4A,jSwitch1,,1,2,2014-10-03 16:30:01.281
abc53,IS17Fall20141,1AC4A,jSwitch2,,1,2,2014-10-03 16:33:04.062
abc53,IS17Fall20141,1AC4A,jObjects1,,1,2,2014-10-03 16:40:48.937
abc53,IS17Fall20141,1AC4A,jBankAccount,,1,2,2014-10-03 16:51:12.031
abc53,IS17Fall20141,1AC4A,jClasses4,,1,2,2014-10-03 17:00:29.843
abc53,IS17Fall20141,1AC4A,jWhile1,,1,2,2014-10-03 17:04:06.781
abc53,IS17Fall20141,1AC4A,jDowhile1,,1,2,2014-10-03 18:29:28.796
abc53,IS17Fall20141,1AC4A,jDowhile2,,1,2,2014-10-03 19:02:05.906
abc53,IS17Fall20141,71245,jDowhile4,,1,2,2014-10-23 19:24:08.122
abc53,IS17Fall20141,71245,jDowhile8,,1,5,2014-10-23 19:27:15.669
abc53,IS17Fall20141,5C06A,jArray4,,1,2,2014-10-24 23:25:43.388
abc53,IS17Fall20141,5C06A,jArrayList3,,1,2,2014-10-24 23:31:12.497
shx17,IS17Fall20141,B2D77,jIfelse2,,1,2,2014-09-24 15:26:19.022
shx17,IS17Fall20141,B2D77,jIfelse4,,0,1,2014-09-24 15:31:25.991
shx17,IS17Fall20141,B2D77,jIfelse4,Decision_If_v2:0.0:17.23;ifelse2_v2:1.0:2.6;string_comparison_v2:1.0:7.81;logical_operators_v2:1.0:30.85;Decision_If_v2:1.0:11.66;ifelse2_v2:0.0:3.07;string_comparison_v2:0.0:5.93;string_comparison_v2:1.0:1.18;JavaTutorial_4_2_2:1.0:9.37;JavaTutorial_4_2_5:1.0:40.38;JavaTutorial_4_2_6:1.0:31.16;JavaTutorial_4_2_6:1.0:521.07;JavaTutorial_4_2_7:1.0:51.26;JavaTutorial_4_2_8:1.0:34.19;JavaTutorial_4_2_9:1.0:43.18;decisions1_v2:1.0:17.26;,0,0,2014-09-24 15:31:25.991
wmm25,IS17Fall20141,CE2EA,jVariables1,,1,2,2014-09-04 22:45:14.851
wmm25,IS17Fall20141,CE2EA,jVariables4,,1,2,2014-09-04 23:01:36.789
wmm25,IS17Fall20141,CE2EA,jVariables5,,1,2,2014-09-04 23:07:00.445
wmm25,IS17Fall20141,CF571,jDouble1,,1,2,2014-09-11 10:03:55.090
wmm25,IS17Fall20141,CF571,jString_to_Double,,1,3,2014-09-11 10:07:10.459
wmm25,IS17Fall20141,CF571,jConstants1,,1,2,2014-09-11 10:11:59.950
wmm25,IS17Fall20141,CF571,jConstants3,,1,3,2014-09-11 10:15:38.771
wmm25,IS17Fall20141,CF571,jConstants4,,1,2,2014-09-11 10:17:13.924
wmm25,IS17Fall20141,CF571,jConstants5,,0,3,2014-09-11 10:19:17.780
wmm25,IS17Fall20141,CF571,jConstants5,Constants_v2:0.75:5.76;constant_v2:1.0:6.82;,1,3,2014-09-11 10:21:04.682
wmm25,IS17Fall20141,CF571,jVariable1,,1,2,2014-09-11 10:26:07.298
wmm25,IS17Fall20141,CF571,jMathFuc1,,1,2,2014-09-11 10:28:06.560
wmm25,IS17Fall20141,CF571,jMathFuc1,,0,1,2014-09-11 10:29:08.042
wmm25,IS17Fall20141,CF571,jMathFuc2,,1,2,2014-09-11 10:29:29.854
wmm25,IS17Fall20141,CF571,jOperator1,,1,6,2014-09-11 10:31:02.820
wmm25,IS17Fall20141,CF571,jIncrement,,1,3,2014-09-11 10:41:58.424
wmm25,IS17Fall20141,DC4A0,jBoolean_Var,,1,7,2014-09-18 16:05:25.491
wmm25,IS17Fall20141,DC4A0,jBoolean_Method,,1,2,2014-09-18 16:12:52.241
wmm25,IS17Fall20141,DC4A0,jBoolean_Operators,,1,3,2014-09-18 16:16:15.428
wmm25,IS17Fall20141,DC4A0,jBoolean_Operators,,1,2,2014-09-18 16:18:04.632
wmm25,IS17Fall20141,DC4A0,jString1,,1,3,2014-09-18 16:20:49.132
wmm25,IS17Fall20141,DC4A0,jString1,,1,2,2014-09-18 16:22:59.397
wmm25,IS17Fall20141,DC4A0,jString2,,1,2,2014-09-18 16:24:30.616
wmm25,IS17Fall20141,DC4A0,jString3,,1,2,2014-09-18 16:27:47.038
wmm25,IS17Fall20141,DC4A0,jString4,,1,3,2014-09-18 16:29:29.194
wmm25,IS17Fall20141,DC4A0,jString4,,1,2,2014-09-18 16:30:37.303
wmm25,IS17Fall20141,DC4A0,jString5,,1,2,2014-09-18 16:33:21.116
wmm25,IS17Fall20141,DC4A0,jString6,,1,2,2014-09-18 16:36:54.194
wmm25,IS17Fall20141,DC4A0,jIfelse1,,1,3,2014-09-18 16:52:18.788
wmm25,IS17Fall20141,DC4A0,jIfelse1,,1,3,2014-09-18 16:54:48.428
wmm25,IS17Fall20141,DC4A0,jIfelse1,,1,3,2014-09-18 16:56:34.819
wmm25,IS17Fall20141,DC4A0,jIfelse1,,1,2,2014-09-18 16:59:21.819
wmm25,IS17Fall20141,DC4A0,jIfelse1,,1,2,2014-09-18 17:01:09.710
wmm25,IS17Fall20141,DC4A0,jIfelse1,,1,2,2014-09-18 17:02:36.225
wmm25,IS17Fall20141,DC4A0,jBoolean_Operators2,,1,3,2014-09-18 17:18:54.460
wmm25,IS17Fall20141,DC4A0,jBoolean_Operators3,,1,2,2014-09-18 17:22:07.194
wmm25,IS17Fall20141,AA388,jIfelse2,,1,3,2014-09-25 17:28:19.896
wmm25,IS17Fall20141,AA388,jIfelse5,,1,2,2014-09-25 17:33:52.589
wmm25,IS17Fall20141,1827F,jSwitch3,,0,4,2014-10-03 10:13:06.687
wmm25,IS17Fall20141,1827F,jSwitch3,JavaTutorial_4_3_4:1.0:4.98;,1,3,2014-10-03 10:16:10.875
wmm25,IS17Fall20141,1827F,jSwitch3,,0,2,2014-10-03 10:21:42.687
wmm25,IS17Fall20141,C2C1F,jWhile2,,1,2,2014-10-03 23:26:53.562
wmm25,IS17Fall20141,C2C1F,jWhile3,,0,4,2014-10-03 23:28:47.593
wmm25,IS17Fall20141,98ACB,jWhile3,,1,5,2014-10-04 11:08:29.906
wmm25,IS17Fall20141,98ACB,jWhile3,,1,2,2014-10-04 11:24:46.546
wmm25,IS17Fall20141,98ACB,jObjects1,,1,4,2014-10-04 11:28:42.484
wmm25,IS17Fall20141,98ACB,jObjects2,,0,1,2014-10-04 11:30:37.750
wmm25,IS17Fall20141,98ACB,jObjects2,CreateObjectDemo_v2:1.0:3.08;Rectangle_v2:0.9090909090909091:11.95;,0,0,2014-10-04 11:30:37.750
wmm25,IS17Fall20141,2FE78,jWhile4,,1,2,2014-10-04 18:10:24.890
wmm25,IS17Fall20141,2FE78,jWhile2,,1,2,2014-10-04 18:12:35.156
wmm25,IS17Fall20141,2FE78,jWhile2,,1,2,2014-10-04 18:13:56.468
wmm25,IS17Fall20141,2FE78,jWhile3,,1,2,2014-10-04 18:15:51.093
wmm25,IS17Fall20141,2FE78,jWhile3,,1,5,2014-10-04 18:20:35.625
wmm25,IS17Fall20141,2FE78,jWhile3,,1,2,2014-10-05 09:33:50.937
wmm25,IS17Fall20141,2FE78,jWhile5,,0,1,2014-10-05 10:17:28.843
wmm25,IS17Fall20141,2FE78,jObjects2,,1,3,2014-10-05 11:51:43.750
wmm25,IS17Fall20141,2FE78,jObjects3,,1,4,2014-10-05 11:54:33.703
wmm25,IS17Fall20141,2FE78,jObjects3,,1,2,2014-10-05 11:55:31.468
wmm25,IS17Fall20141,2FE78,jObjects4,,1,2,2014-10-05 12:31:35.593
wmm25,IS17Fall20141,FAE70,jWhile1,,1,2,2014-10-14 21:52:20.939
wmm25,IS17Fall20141,FAE70,jWhile3,,1,3,2014-10-14 22:00:21.939
wmm25,IS17Fall20141,FAE70,jWhile4,,0,3,2014-10-14 22:15:47.236
wmm25,IS17Fall20141,FAE70,jWhile4,while_v2:1.0:13.62;JavaTutorial_4_4_2:1.0:16.19;JavaTutorial_4_4_3:1.0:11.33;,0,0,2014-10-14 22:29:24.267
wmm25,IS17Fall20141,FAE70,jFor1,,0,2,2014-10-14 22:40:14.048
wmm25,IS17Fall20141,FAE70,jFor2,,0,2,2014-10-14 22:44:02.158
wmm25,IS17Fall20141,FAE70,jFor4,,1,2,2014-10-14 22:45:31.845
wmm25,IS17Fall20141,FAE70,jFor3,,1,5,2014-10-14 22:46:44.064
wmm25,IS17Fall20141,FAE70,jFor3,,1,2,2014-10-14 22:48:17.611
wmm25,IS17Fall20141,FAE70,jFor2,,1,2,2014-10-14 22:52:27.673
wmm25,IS17Fall20141,FAE70,jFor1,,1,7,2014-10-14 22:56:17.611
wmm25,IS17Fall20141,B9EE1,jBankAccount,,1,2,2014-10-23 16:56:31.044
wmm25,IS17Fall20141,B9EE1,jClasses4,,1,2,2014-10-23 16:58:52.372
wmm25,IS17Fall20141,B9EE1,jClasses_Getter,,1,2,2014-10-23 17:02:15.607
wmm25,IS17Fall20141,13F0C,jDowhile1,,1,2,2014-10-29 16:08:19.538
wmm25,IS17Fall20141,13F0C,jDowhile1,,1,2,2014-10-29 16:10:27.398
wmm25,IS17Fall20141,13F0C,jDowhile1,,0,1,2014-10-29 16:12:24.788
wmm25,IS17Fall20141,13F0C,jDowhile2,,1,7,2014-10-29 16:13:24.851
wmm25,IS17Fall20141,13F0C,jDowhile2,,0,1,2014-10-29 16:20:22.648
wmm25,IS17Fall20141,13F0C,jDowhile3,,1,3,2014-10-29 16:21:58.757
wmm25,IS17Fall20141,13F0C,jDowhile3,,1,2,2014-10-29 16:25:01.413
wmm25,IS17Fall20141,13F0C,jDowhile4,,1,2,2014-10-29 16:27:31.054
wmm25,IS17Fall20141,13F0C,jDowhile6,,1,2,2014-10-29 16:30:18.632
wmm25,IS17Fall20141,13F0C,jDowhile8,,1,4,2014-10-29 16:32:43.491
wmm25,IS17Fall20141,13F0C,jDowhile8,,0,1,2014-10-29 16:34:01.101
wmm25,IS17Fall20141,13F0C,jDowhile8,do_while_v2:1.0:30.34;,0,0,2014-10-29 16:34:01.101
wmm25,IS17Fall20141,EF9E1,jWhile1,,1,2,2014-11-06 16:17:51.421
wmm25,IS17Fall20141,EF9E1,jWhile2,,1,2,2014-11-06 16:20:35.171
wmm25,IS17Fall20141,EF9E1,jWhile4,,0,2,2014-11-06 16:26:54.389
wmm25,IS17Fall20141,EF9E1,jNested2,,0,2,2014-11-06 16:41:43.030
wmm25,IS17Fall20141,EF9E1,jNested2,JavaTutorial_4_6_7:1.0:19.92;JavaTutorial_4_6_14:1.0:7.42;JavaTutorial_4_6_6:0.0:0;JavaTutorial_4_6_6:1.0:12.64;,1,2,2014-11-06 16:42:01.624
wmm25,IS17Fall20141,EF9E1,jNested3,,1,7,2014-11-06 16:46:51.952
wmm25,IS17Fall20141,26A81,jArray1,,1,5,2014-11-13 15:36:36.707
aaf39,IS17Fall20141,AF5B1,jInteger1,,0,1,2014-09-06 17:34:47.648
aaf39,IS17Fall20141,991E7,jInteger1,,1,2,2014-09-06 17:39:55.195
aaf39,IS17Fall20141,991E7,jString_to_Double,,1,2,2014-09-06 17:44:27.211
aaf39,IS17Fall20141,4DB82,jConstants2,,1,2,2014-09-13 12:06:00.975
aaf39,IS17Fall20141,4DB82,jConstants3,,1,2,2014-09-13 12:09:18.866
aaf39,IS17Fall20141,4DB82,jConstants5,,1,3,2014-09-13 12:12:43.819
aaf39,IS17Fall20141,4DB82,jMathFuc1,,1,2,2014-09-13 15:39:10.038
aaf39,IS17Fall20141,4DB82,jString1,,1,2,2014-09-13 15:46:02.022
aaf39,IS17Fall20141,4DB82,jString2,,1,3,2014-09-13 15:48:01.022
aaf39,IS17Fall20141,4DB82,jString4,,1,3,2014-09-13 15:49:30.741
aaf39,IS17Fall20141,4DB82,jBoolean_Var,,1,2,2014-09-13 15:55:42.350
aaf39,IS17Fall20141,4DB82,jBoolean_Method,,1,3,2014-09-13 15:57:03.350
aaf39,IS17Fall20141,4DB82,jBoolean_Operators2,,1,4,2014-09-13 16:08:34.257
aaf39,IS17Fall20141,4DB82,jBoolean_Operators3,,1,2,2014-09-13 16:10:26.147
aaf39,IS17Fall20141,4DB82,jIfelse1,,1,3,2014-09-13 16:14:23.741
aaf39,IS17Fall20141,D1C27,jObjects1,,1,3,2014-09-23 01:26:07.694
aaf39,IS17Fall20141,D1C27,jObjects2,,1,2,2014-09-23 01:27:28.725
aaf39,IS17Fall20141,D1C27,jObjects4,,1,2,2014-09-23 01:29:17.210
aaf39,IS17Fall20141,D1C27,jObjects3,,0,1,2014-09-23 01:30:01.835
aaf39,IS17Fall20141,A47BA,jClasses4,,1,2,2014-09-27 16:18:06.119
aaf39,IS17Fall20141,D4C35,jWhile1,,1,2,2014-10-04 16:11:20.781
aaf39,IS17Fall20141,D4C35,jWhile2,,1,4,2014-10-04 16:12:16.062
aaf39,IS17Fall20141,D4C35,jWhile3,,1,8,2014-10-04 16:14:59.234
aaf39,IS17Fall20141,D4C35,jWhile4,,0,8,2014-10-04 16:28:12.312
aaf39,IS17Fall20141,D4C35,jWhile5,,0,2,2014-10-04 16:45:37.671
aaf39,IS17Fall20141,2B3B0,jObjects3,,1,2,2014-10-25 18:54:38.122
aaf39,IS17Fall20141,2B3B0,jObjects5,,1,2,2014-10-25 19:03:31.935
aaf39,IS17Fall20141,2B3B0,jFor1,,1,2,2014-10-25 19:06:14.044
aaf39,IS17Fall20141,2B3B0,jFor4,,1,2,2014-10-25 19:14:01.075
aaf39,IS17Fall20141,2B3B0,jFor5,,1,4,2014-10-25 19:21:49.685
aaf39,IS17Fall20141,2B3B0,jWhile5,,1,2,2014-10-25 19:23:42.325
aaf39,IS17Fall20141,2B3B0,jString6,,1,3,2014-10-25 19:24:14.607
aaf39,IS17Fall20141,2B3B0,jDowhile2,,1,2,2014-10-25 19:29:40.122
aaf39,IS17Fall20141,2B3B0,jDowhile4,,0,3,2014-10-25 19:32:15.419
aaf39,IS17Fall20141,A5138,jArray1,,1,2,2014-10-25 19:49:13.029
afc22,IS17Fall20141,B7468,jVariables4,,1,2,2014-10-28 11:20:18.833
afc22,IS17Fall20141,B7468,jVariables5,,1,2,2014-10-28 11:20:51.659
afc22,IS17Fall20141,E3640,jInteger1,,1,4,2014-11-11 11:11:48.858
afc22,IS17Fall20141,E3640,jInt_Long,,1,2,2014-11-11 11:13:18.311
afc22,IS17Fall20141,E3640,jString_to_Double,,1,2,2014-11-11 11:14:22.327
huc24,IS17Fall20141,E834B,jVariables3,,1,2,2014-09-25 16:57:13.566
huc24,IS17Fall20141,E834B,jVariables4,,1,2,2014-09-25 16:58:06.204
huc24,IS17Fall20141,E834B,jInteger1,,1,2,2014-09-25 17:02:34.165
huc24,IS17Fall20141,E834B,jDouble1,,1,2,2014-09-25 17:03:09.367
huc24,IS17Fall20141,E834B,jPrimitive_Float,,1,2,2014-09-25 17:04:36.395
huc24,IS17Fall20141,E834B,jString_to_Double,,1,2,2014-09-25 17:06:06.830
huc24,IS17Fall20141,E834B,jConstants1,,1,3,2014-09-25 17:07:42.264
huc24,IS17Fall20141,E834B,jConstants2,,1,2,2014-09-25 17:09:42.510
huc24,IS17Fall20141,E834B,jConstants5,,1,2,2014-09-25 17:22:44.329
huc24,IS17Fall20141,E834B,jObjects1,,1,2,2014-09-25 17:30:30.861
huc24,IS17Fall20141,E834B,jObjects2,,1,4,2014-09-25 17:31:44.812
huc24,IS17Fall20141,E834B,jObjects3,,1,2,2014-09-25 17:33:41.464
huc24,IS17Fall20141,E834B,jObjects4,,1,2,2014-09-25 17:35:03.946
huc24,IS17Fall20141,31E98,jBankAccount,,1,2,2014-10-02 16:28:19.156
huc24,IS17Fall20141,31E98,jObjects1,,1,2,2014-10-02 16:31:45.765
jlr151,IS17Fall20141,6D637,jConstants1,,1,3,2014-09-24 16:06:04.538
jlr151,IS17Fall20141,6D637,jObjects1,,1,2,2014-09-24 16:12:32.616
jlr151,IS17Fall20141,6D637,jObjects3,,1,2,2014-09-24 16:13:51.553
jlr151,IS17Fall20141,6D637,jBankAccount,,1,2,2014-09-24 16:17:51.288
jlr151,IS17Fall20141,6D637,jWhile3,,1,4,2014-09-24 16:20:57.944
gdonahue,IS17Fall20141,5C6C9,jVariables4,,1,2,2014-10-16 10:29:35.406
gdonahue,IS17Fall20141,5C6C9,jDouble1,,0,1,2014-10-16 10:31:59.828
gdonahue,IS17Fall20141,5C6C9,jDouble1,PrimitiveDataTypes_v2:0.0:4.89;,1,3,2014-10-16 10:31:59.828
gdonahue,IS17Fall20141,5C6C9,jString_to_Double,,1,2,2014-10-16 13:30:26.671
gdonahue,IS17Fall20141,5C6C9,jConstants1,,1,3,2014-10-16 13:31:22.328
gdonahue,IS17Fall20141,5C6C9,jConstants5,,0,2,2014-10-16 13:33:42.203
gdonahue,IS17Fall20141,5C6C9,jMathFuc1,,1,2,2014-10-16 13:37:38.984
gdonahue,IS17Fall20141,5C6C9,jIncrement,,1,2,2014-10-16 13:39:15.187
gdonahue,IS17Fall20141,5C6C9,jString1,,1,2,2014-10-16 13:44:14.062
gdonahue,IS17Fall20141,5C6C9,jString2,,1,2,2014-10-16 13:44:58.328
gdonahue,IS17Fall20141,5C6C9,jBoolean_Method,,1,2,2014-10-16 14:22:57.734
gdonahue,IS17Fall20141,5C6C9,jBoolean_Operators2,,1,3,2014-10-16 14:41:14.437
gdonahue,IS17Fall20141,5C6C9,jSwitch2,,1,2,2014-10-16 15:23:55.000
gdonahue,IS17Fall20141,FC0BA,jObjects1,,1,2,2014-10-16 16:21:28.000
gdonahue,IS17Fall20141,FC0BA,jObjects3,,0,1,2014-10-16 16:25:10.765
gdonahue,IS17Fall20141,FC0BA,jObjects3,Rectangle_v2:0.18181818181818182:14.72;CreateObjectDemo_v2:0.0:35.2;Rectangle_v2:0.0:3.7;,0,0,2014-10-16 16:25:10.765
gdonahue,IS17Fall20141,FC0BA,jBankAccount,,1,2,2014-10-16 17:07:37.609
gdonahue,IS17Fall20141,FC0BA,jClasses_Getter,,0,1,2014-10-16 17:09:51.156
gdonahue,IS17Fall20141,FC0BA,jWhile1,,0,1,2014-10-16 17:10:21.703
ngl4,IS17Fall20141,36B8D,jDouble1,,1,2,2014-10-13 12:43:59.798
ngl4,IS17Fall20141,36B8D,jVariable1,,1,2,2014-10-13 12:45:01.314
ngl4,IS17Fall20141,36B8D,jString1,,0,2,2014-10-13 12:46:05.814
ngl4,IS17Fall20141,36B8D,jString2,,1,2,2014-10-13 12:48:50.283
ngl4,IS17Fall20141,36B8D,jString1,,1,2,2014-10-13 12:49:44.392
ngl4,IS17Fall20141,36B8D,jBoolean_Var,,1,2,2014-10-13 12:52:35.111
ngl4,IS17Fall20141,36B8D,jIfelse1,,1,2,2014-10-13 12:54:11.361
ngl4,IS17Fall20141,36B8D,jObjects1,,1,4,2014-10-13 12:58:00.079
ngl4,IS17Fall20141,36B8D,jObjects2,,1,3,2014-10-13 12:59:28.876
ngl4,IS17Fall20141,36B8D,jClass1,,1,2,2014-10-13 13:00:40.970
ngl4,IS17Fall20141,36B8D,jWhile3,,0,1,2014-10-13 13:03:36.314
ngl4,IS17Fall20141,36B8D,jFor1,,0,1,2014-10-13 13:05:47.767
ngl4,IS17Fall20141,36B8D,jDowhile1,,0,1,2014-10-13 13:07:44.658
ngl4,IS17Fall20141,36B8D,jWhile3,,1,2,2014-10-13 13:27:48.908
ngl4,IS17Fall20141,36B8D,jWhile4,,1,4,2014-10-13 13:30:29.517
ngl4,IS17Fall20141,C282C,jNested2,,0,7,2014-10-15 23:44:58.695
srp63,IS17Fall20141,EF17F,jInteger1,,1,2,2014-09-10 23:01:05.373
srp63,IS17Fall20141,EF17F,jMathFuc1,,1,5,2014-09-10 23:29:28.490
srp63,IS17Fall20141,EF17F,jOperator1,,1,2,2014-09-10 23:32:49.018
srp63,IS17Fall20141,3EFFA,jBoolean_Var,,1,2,2014-10-30 14:37:59.163
srp63,IS17Fall20141,3EFFA,jBoolean_Operators2,,1,2,2014-10-30 14:41:20.226
srp63,IS17Fall20141,3EFFA,jIfelse5,,1,2,2014-10-30 14:48:59.648
srp63,IS17Fall20141,3EFFA,jObjects1,,1,2,2014-10-30 15:01:59.773
srp63,IS17Fall20141,3EFFA,jObjects4,,1,6,2014-10-30 15:03:20.523
srp63,IS17Fall20141,3EFFA,jObjects5,,1,2,2014-10-30 15:05:40.851
srp63,IS17Fall20141,3EFFA,jClass1,,1,2,2014-10-30 15:09:13.476
srp63,IS17Fall20141,3EFFA,jFor1,,1,2,2014-10-30 15:25:43.179
srp63,IS17Fall20141,3EFFA,jDowhile3,,1,2,2014-10-30 15:31:43.445
srp63,IS17Fall20141,3EFFA,jDowhile6,,1,2,2014-10-30 15:34:10.507
srp63,IS17Fall20141,3EFFA,jDowhile8,,1,4,2014-10-30 15:37:05.695
srp63,IS17Fall20141,3EFFA,jNested1,,1,3,2014-10-30 15:42:17.695
amk205,IS17Fall20141,C5460,jVariables4,,1,2,2014-09-04 18:06:07.320
amk205,IS17Fall20141,77A68,jDouble1,,1,3,2014-09-10 13:37:51.789
amk205,IS17Fall20141,77A68,jString_to_Double,,1,3,2014-09-10 13:40:13.101
amk205,IS17Fall20141,77A68,jConstants1,,1,2,2014-09-10 13:42:12.867
amk205,IS17Fall20141,77A68,jConstants3,,1,2,2014-09-10 13:43:23.476
amk205,IS17Fall20141,77A68,jConstants5,,0,1,2014-09-10 13:44:20.945
fitchad,IS17Fall20141,F6BCC,jInteger1,,1,2,2014-09-14 20:19:24.975
fitchad,IS17Fall20141,F6BCC,jString_to_Double,,1,2,2014-09-14 20:29:45.569
fitchad,IS17Fall20141,F6BCC,jVariable1,,1,2,2014-09-14 20:36:52.335
fitchad,IS17Fall20141,F6BCC,jMathFuc1,,1,2,2014-09-14 20:39:36.960
fitchad,IS17Fall20141,F6BCC,jString3,,1,2,2014-09-14 20:45:52.491
fitchad,IS17Fall20141,F6BCC,jString6,,1,2,2014-09-14 20:46:48.553
fitchad,IS17Fall20141,F6BCC,jBoolean_Operators2,,1,3,2014-09-14 20:54:00.272
fitchad,IS17Fall20141,2F854,jIfelse1,,1,2,2014-09-18 16:55:55.725
fitchad,IS17Fall20141,2F854,jIfelse2,,1,2,2014-09-18 16:56:59.897
fitchad,IS17Fall20141,2F854,jIfelse3,,1,2,2014-09-18 16:57:53.319
fitchad,IS17Fall20141,2F854,jIfelse5,,1,2,2014-09-18 16:59:23.585
fitchad,IS17Fall20141,2EE8A,jObjects1,,1,2,2014-10-15 22:42:11.941
fitchad,IS17Fall20141,2EE8A,jObjects2,,1,2,2014-10-15 22:42:59.080
fitchad,IS17Fall20141,2EE8A,jWhile1,,1,2,2014-10-15 22:55:54.899
fitchad,IS17Fall20141,2EE8A,jWhile3,,1,4,2014-10-15 22:57:40.927
fitchad,IS17Fall20141,2EE8A,jWhile4,,1,2,2014-10-15 23:02:00.731
fitchad,IS17Fall20141,2EE8A,jWhile5,,1,4,2014-10-15 23:10:33.027
fitchad,IS17Fall20141,2EE8A,jFor3,,1,2,2014-10-15 23:17:34.904
fitchad,IS17Fall20141,6A6DD,jDowhile4,,1,2,2014-11-16 19:29:19.487
fitchad,IS17Fall20141,6A6DD,jDowhile8,,1,2,2014-11-16 19:36:22.191
fitchad,IS17Fall20141,6A6DD,jNested2,,1,2,2014-11-16 19:46:39.237
fitchad,IS17Fall20141,6A6DD,jArray3,,1,2,2014-11-16 20:04:41.237
fitchad,IS17Fall20141,6A6DD,jArray4,,1,3,2014-11-16 20:08:01.503
jlabuda,IS17Fall20141,F6B13,jVariables1,,0,1,2014-09-04 18:07:57.179
jlabuda,IS17Fall20141,F6B13,jVariables1,relational_operators_v2:0.0:1.29;arithmetic_v2:0.0:1.27;,0,0,2014-09-04 18:07:57.179
jlabuda,IS17Fall20141,07231,jString_to_Double,,1,3,2014-10-14 20:10:00.361
jlabuda,IS17Fall20141,07231,jConstants4,,1,2,2014-10-14 20:15:00.954
jlabuda,IS17Fall20141,07231,jConstants5,,1,2,2014-10-14 20:17:06.923
jlabuda,IS17Fall20141,9D1D8,jMathFuc1,,1,2,2014-10-16 17:52:43.562
jlabuda,IS17Fall20141,9D1D8,jIncrement,,1,3,2014-10-16 17:54:30.781
jlabuda,IS17Fall20141,2B72F,jString1,,1,3,2014-11-06 18:23:30.093
iba7,IS17Fall20141,4509D,jVariables1,,1,2,2014-09-08 23:50:47.539
iba7,IS17Fall20141,2F8A2,jConstants1,,1,2,2014-09-09 21:35:36.726
iba7,IS17Fall20141,D6CAD,jVariables4,,1,2,2014-09-14 13:10:06.835
iba7,IS17Fall20141,D6CAD,jString_to_Double,,1,2,2014-09-14 13:25:02.069
iba7,IS17Fall20141,D6CAD,jConstants1,,1,2,2014-09-14 13:26:45.897
iba7,IS17Fall20141,D6CAD,jConstants5,,1,2,2014-09-14 13:31:21.710
iba7,IS17Fall20141,D6CAD,jVariable1,,0,1,2014-09-14 13:40:59.757
iba7,IS17Fall20141,D6CAD,jVariable1,arithmetic_v2:0.0:6.04;increment_v2:0.125:1.99;,1,1,2014-09-14 13:40:59.757
iba7,IS17Fall20141,D6CAD,jString1,,1,5,2014-09-14 13:53:40.397
iba7,IS17Fall20141,D6CAD,jString2,,1,2,2014-09-14 13:58:55.397
iba7,IS17Fall20141,D6CAD,jString3,,1,2,2014-09-14 13:59:49.663
iba7,IS17Fall20141,D6CAD,jString4,,1,2,2014-09-14 14:03:37.788
iba7,IS17Fall20141,D6CAD,jString6,,1,2,2014-09-14 14:04:54.757
iba7,IS17Fall20141,D6CAD,jBoolean_Operators2,,1,2,2014-09-15 01:03:16.210
iba7,IS17Fall20141,D6CAD,jBoolean_Operators3,,1,2,2014-09-15 01:06:10.366
iba7,IS17Fall20141,D6CAD,jSwitch3,,1,2,2014-09-15 21:23:50.444
iba7,IS17Fall20141,5A46C,jObjects1,,0,1,2014-09-25 13:37:38.043
iba7,IS17Fall20141,5A46C,jObjects1,Point_v2:1.0:1.57;Bicycle_v2:0.6:2.6;Bicycle_v2:0.04:1.9;,1,1,2014-09-25 13:37:38.043
iba7,IS17Fall20141,5A46C,jObjects2,,1,3,2014-09-25 17:38:10.065
iba7,IS17Fall20141,9C36B,jObjects2,,0,1,2014-10-02 17:30:47.218
iba7,IS17Fall20141,9C36B,jObjects2,Rectangle_v2:0.0:35.44;,1,1,2014-10-02 17:30:47.218
iba7,IS17Fall20141,9C36B,jObjects3,,0,3,2014-10-02 17:32:44.171
iba7,IS17Fall20141,9C36B,jObjects3,CreateObjectDemo_v2:0.0:30.03;,0,0,2014-10-02 17:33:46.078
iba7,IS17Fall20141,9C36B,jObjects4,,1,2,2014-10-02 17:36:32.500
iba7,IS17Fall20141,63398,jWhile4,,0,2,2014-10-09 16:50:02.892
iba7,IS17Fall20141,63398,jWhile4,arithmetic_v2:0.0:7.22;,1,1,2014-10-09 16:52:58.908
iba7,IS17Fall20141,63398,jWhile4,,0,1,2014-10-09 16:55:56.720
iba7,IS17Fall20141,63398,jWhile5,,1,2,2014-10-09 17:02:29.501
iba7,IS17Fall20141,63398,jFor1,,1,2,2014-10-09 17:07:59.548
iba7,IS17Fall20141,63398,jFor4,,1,3,2014-10-09 17:15:38.736
iba7,IS17Fall20141,63398,jDowhile1,,1,2,2014-10-09 17:21:51.876
iba7,IS17Fall20141,63398,jDowhile2,,1,2,2014-10-09 17:24:22.845
